previous_units,current_units,people,acs,fans,fridges,tvs,month,bill
440,494.0,5,1,5,2,3,12,5148.54
83,86.2,5,2,2,2,4,5,1916.96
101,146.6,6,2,5,2,4,2,2148.88
278,407.6,7,1,2,2,4,4,5127.49
379,434.6,1,1,4,2,4,8,4461.23
414,309.9,6,2,2,1,4,12,3947.49
248,299.8,2,2,1,1,2,4,3819.34
342,448.3,7,0,7,2,1,1,4730.02
298,302.5,1,0,7,1,2,3,3258.41
482,571.7,2,1,5,1,3,5,6968.55
344,315.7,2,1,5,2,2,2,3663.05
237,153.0,5,3,2,1,4,1,2714.56
486,515.9,1,3,5,2,3,8,5794.72
98,30.0,1,2,6,1,1,10,1242.65
493,496.2,4,0,4,1,4,3,5162.52
119,229.1,7,0,2,1,4,7,3023.69
179,65.3,4,1,3,1,2,7,1717.59
419,349.4,4,2,6,2,0,9,4286.76
380,327.8,5,2,2,2,1,12,4000.33
486,501.6,4,0,7,1,4,11,5228.7
387,381.4,3,3,6,1,0,4,5123.61
336,453.9,5,1,7,2,2,12,5008.02
205,291.8,1,2,4,2,3,1,3559.31
52,106.7,2,0,2,2,1,12,1303.94
105,135.2,5,3,1,1,4,2,2072.34
183,230.5,3,2,4,2,2,2,2792.42
68,30.0,1,0,3,1,0,2,792.16
278,358.0,1,1,1,2,1,2,3695.7
399,341.2,7,1,7,1,1,6,4708.79
483,561.5,3,0,7,1,1,8,5742.19
270,373.0,1,3,3,2,4,9,4219.43
443,477.8,6,3,5,2,1,1,5639.9
493,500.7,4,3,3,2,2,4,6308.29
436,484.0,4,1,4,1,2,2,5322.32
259,78.7,7,2,5,1,1,2,1837.35
196,237.2,3,1,3,1,2,9,2522.08
490,502.1,5,1,6,1,1,8,5563.96
158,174.5,6,2,2,1,0,3,2491.8
235,304.5,5,1,5,1,2,4,3915.6
83,97.8,2,3,7,1,2,12,1691.52
407,347.2,5,0,6,1,0,7,4233.83
342,352.1,6,0,1,1,3,3,4101.49
88,112.7,1,3,1,2,3,12,1773.17
149,177.0,2,3,5,2,1,3,2381.94
299,330.3,5,3,7,1,2,4,4687.97
293,385.8,1,1,6,2,1,9,3931.25
410,354.0,7,1,7,2,3,7,4722.12
169,201.3,1,0,2,1,0,1,2322.85
466,576.3,7,1,4,1,3,10,6064.52
250,148.6,5,2,6,2,0,3,2306.97
420,452.6,4,1,5,1,0,9,4827.31
157,136.0,2,1,6,1,1,5,2128.22
66,60.1,3,0,2,1,0,10,964.17
74,30.7,6,1,4,1,2,11,929.82
217,225.1,6,2,4,1,0,10,2821.85
478,626.9,2,2,7,1,1,12,6388.8
71,30.0,4,2,2,1,0,7,1104.53
216,154.1,7,3,3,1,4,1,2655.31
99,30.0,2,0,1,1,3,7,988.03
469,609.9,5,1,2,2,1,6,7037.83
353,340.6,2,2,7,1,0,9,3803.49
393,411.2,6,1,6,1,4,3,4571.61
370,361.8,2,3,2,2,3,9,4563.44
345,298.9,3,0,5,1,4,6,3765.86
398,401.5,4,0,5,1,0,9,4220.88
53,245.1,3,1,7,2,1,6,3174.56
439,556.4,2,1,3,1,0,5,6449.56
382,342.3,5,3,7,1,2,3,4191.23
382,447.3,1,1,3,1,0,10,4770.12
227,188.8,7,1,6,1,0,1,2575.04
410,305.7,1,0,3,2,2,3,3545.86
221,312.4,3,1,5,2,4,6,4128.61
72,173.2,7,2,3,2,3,2,2507.97
458,551.2,2,2,6,2,3,12,6073.76
155,142.1,1,2,5,2,4,5,2624.52
95,103.3,6,1,3,1,4,3,1942.25
329,401.5,1,0,7,2,0,4,4926.59
155,202.4,7,0,5,2,1,3,2373.39
436,428.4,4,0,4,2,3,8,4692.13
249,155.7,7,2,1,2,4,6,2911.09
52,80.0,2,3,7,1,3,3,1872.6
478,573.5,1,3,6,1,3,11,6044.49
281,217.2,7,1,5,2,1,8,2932.94
168,232.7,6,0,6,1,1,5,2980.55
354,397.2,7,2,5,2,0,7,5296.2
288,360.5,3,0,2,2,1,8,3739.02
63,144.0,3,2,2,1,0,2,1994.25
391,362.4,5,1,1,2,4,10,3963.54
230,136.8,4,3,1,1,0,4,2657.23
364,346.7,2,2,6,1,1,1,4037.09
453,535.2,3,2,6,1,4,7,6624.51
324,306.1,5,1,2,2,4,11,3839.52
352,323.4,1,3,5,1,1,9,3861.52
164,56.5,3,2,1,2,2,4,1658.14
156,298.7,3,2,3,2,2,5,3936.32
236,313.8,1,1,6,1,4,8,3502.12
433,506.9,1,1,6,1,3,3,5546.74
285,372.7,4,3,7,1,2,10,4362.13
206,266.4,1,1,3,2,1,4,3381.27
400,402.9,3,0,7,2,1,3,4546.26
434,442.5,4,1,6,2,3,2,4836.68
456,446.1,7,1,3,1,4,9,4739.36
184,388.4,1,1,3,1,0,1,3822.04
369,427.9,4,0,1,1,3,10,4266.1
315,302.5,1,0,7,1,2,12,3103.78
252,304.6,4,1,2,1,0,2,3321.43
228,177.2,4,1,2,2,0,2,2328.54
101,226.3,6,0,3,2,1,12,2671.65
173,146.7,4,1,1,2,1,2,2099.27
297,352.1,7,1,6,1,0,5,4605.0
448,542.6,1,0,5,1,1,11,5292.89
439,485.9,1,1,2,1,4,2,5179.65
134,160.6,1,1,2,1,3,8,2188.77
355,375.8,3,0,1,1,1,5,4544.08
88,104.0,2,3,7,2,3,6,2267.68
353,332.6,1,0,4,2,2,12,3460.41
203,191.5,2,2,5,2,3,8,2739.73
252,375.6,7,2,2,2,1,4,5072.55
372,384.4,6,3,2,1,0,12,4532.25
241,206.0,1,2,4,1,1,7,2983.48
413,396.9,7,2,2,1,4,2,4582.41
290,387.0,2,3,5,2,2,5,5058.55
499,566.3,3,3,7,2,0,3,6139.14
337,396.2,3,0,3,1,4,8,4218.19
183,185.0,3,3,5,1,4,11,2706.92
398,458.1,6,1,7,1,2,1,5080.78
233,208.0,5,0,7,1,3,10,2608.3
290,291.8,5,2,1,2,0,11,3397.29
111,198.9,5,3,1,2,2,12,2639.98
103,184.2,6,0,7,2,4,8,2233.49
308,259.3,2,0,7,1,2,4,3406.44
134,94.1,3,3,3,1,0,2,1982.89
498,525.6,1,2,4,1,3,12,5856.18
435,575.8,5,0,5,1,3,5,6762.11
365,250.9,4,3,5,2,3,5,4021.39
380,419.5,5,1,6,1,3,9,4436.36
317,240.7,4,1,3,2,0,9,3005.35
77,52.6,2,1,7,1,0,10,1018.89
226,220.5,1,2,1,2,3,11,2988.88
273,263.6,7,0,1,1,4,11,2853.1
461,443.6,3,1,7,1,0,3,4852.14
148,168.5,1,1,2,1,2,3,1980.43
273,255.5,3,0,7,2,2,3,2977.82
204,121.6,7,3,3,2,1,8,2320.08
110,184.6,2,0,3,2,3,7,2577.48
96,168.7,7,3,1,2,4,11,2513.27
214,293.0,4,0,7,2,4,11,3367.93
87,30.0,7,1,3,1,0,10,925.9
80,120.9,5,0,2,2,2,1,1648.04
207,274.3,1,1,4,1,4,9,3210.08
140,87.8,4,2,2,2,1,11,1695.94
299,319.6,3,0,6,2,4,12,3493.34
57,68.9,2,2,1,2,2,5,1523.69
185,334.0,4,3,4,1,2,10,3993.27
253,407.7,1,1,3,2,1,5,4716.07
483,386.5,5,0,1,2,4,2,4187.54
335,529.6,6,2,1,1,2,5,6420.78
446,401.9,1,0,4,1,2,4,4831.42
204,292.6,4,0,3,2,2,11,2991.14
252,339.9,5,1,1,2,0,3,3871.96
239,189.3,1,1,1,2,3,2,2281.12
449,503.5,3,0,6,1,1,7,5893.66
481,493.5,2,3,6,1,1,7,6246.83
483,541.8,1,2,5,2,3,7,6630.12
388,424.1,6,3,6,1,0,2,4792.45
276,379.7,4,1,1,2,3,6,4793.93
293,318.3,6,1,5,2,2,12,3715.78
491,499.2,5,3,6,2,3,2,5830.08
178,274.7,7,0,2,1,0,10,2893.24
206,266.6,7,1,4,2,3,2,3458.51
453,524.2,5,3,6,2,1,3,5606.7
223,196.5,3,1,5,1,4,11,2345.51
155,101.8,3,3,2,2,1,4,2399.99
302,282.3,6,1,5,2,0,7,3946.1
196,172.5,3,1,6,1,2,5,2669.92
450,525.0,4,3,1,2,0,8,5772.03
459,547.3,2,0,4,1,1,5,6349.63
187,196.1,7,3,4,2,3,6,3349.99
288,408.2,5,0,3,2,2,10,4122.64
492,607.8,3,1,1,1,3,7,7174.48
384,421.0,5,2,1,1,4,7,5484.64
147,109.5,3,2,6,1,2,10,2021.45
315,445.3,2,3,6,2,2,6,5921.77
328,343.7,7,3,3,2,0,10,4231.83
344,372.8,7,2,7,1,1,9,4195.71
61,57.2,6,2,7,2,3,11,1684.17
184,141.7,3,1,5,1,0,6,2140.86
434,351.2,2,3,5,1,1,7,4937.95
158,222.3,1,2,7,2,0,2,2731.66
184,149.2,6,0,5,2,4,2,2029.25
195,429.2,3,3,7,1,2,2,4775.89
129,73.0,7,1,7,2,3,8,1596.53
119,51.0,7,1,2,2,3,4,1556.43
206,261.7,1,1,5,1,1,4,3290.27
443,570.1,7,3,6,2,0,8,6210.14
50,74.5,1,1,6,1,1,5,1332.59
177,237.1,4,1,3,1,0,2,2712.38
77,30.0,4,0,7,2,1,7,1022.36
302,274.6,7,1,4,1,1,7,4018.51
162,106.8,5,0,3,2,3,2,1603.42
406,293.3,7,2,2,2,1,4,4040.92
313,341.2,5,3,3,1,0,3,4225.76
402,265.0,6,1,7,2,4,9,3516.33
335,262.4,6,3,6,1,0,3,3493.34
247,229.4,7,3,6,2,1,1,3167.98
437,398.8,3,0,7,1,1,4,4817.16
264,311.7,3,2,2,2,0,6,4370.43
477,518.4,7,2,5,1,4,10,5726.42
497,579.6,6,1,3,1,1,1,5788.31
315,387.7,7,3,6,1,3,11,4630.2
353,452.9,5,1,3,1,0,4,5598.07
165,184.9,7,0,6,1,2,5,2675.16
416,457.2,6,2,6,2,0,1,5000.4
352,407.8,6,0,6,2,1,4,4900.14
456,485.9,2,1,7,2,2,6,5873.04
170,162.2,4,2,6,1,4,8,2553.61
404,400.7,6,2,3,2,1,10,4595.18
261,223.8,6,1,4,1,3,7,3072.74
133,182.5,7,1,4,1,0,2,2372.3
127,140.4,3,0,1,2,1,5,2031.53
302,275.6,3,1,5,2,3,9,3252.27
193,166.6,7,2,4,1,2,8,2321.62
95,30.3,7,2,3,2,2,8,1110.56
242,330.5,2,1,1,2,3,7,4270.0
343,368.5,3,0,4,1,0,7,4472.53
193,152.6,7,2,5,1,3,12,2419.39
479,555.6,2,2,1,2,4,8,5917.08
400,380.8,6,0,5,1,3,8,4215.63
280,201.5,1,2,2,2,1,5,3027.71
470,561.5,2,0,2,1,1,6,6370.66
244,226.4,6,1,3,1,4,9,2991.1
112,103.4,5,2,3,2,3,11,1995.84
66,88.9,4,2,7,1,4,10,1513.39
472,572.0,6,2,1,1,4,8,6043.66
481,502.4,3,3,3,1,2,10,5668.62
382,318.1,4,0,6,2,0,1,3822.36
96,154.1,5,3,2,2,1,4,2872.16
182,168.1,6,1,7,2,1,3,2253.92
68,220.2,3,1,6,1,4,8,2711.87
73,92.9,5,3,7,2,1,10,1864.59
160,30.0,4,1,7,1,1,2,1221.33
307,352.0,4,0,1,1,4,3,3831.52
79,235.1,7,2,4,1,0,6,3106.04
493,623.3,3,2,6,2,3,12,6607.78
254,402.2,5,2,1,1,2,1,4474.25
168,116.6,7,0,4,2,4,11,1802.44
282,365.9,6,2,5,1,2,3,4144.82
405,374.5,7,0,6,1,2,4,4586.86
190,225.7,5,2,3,2,4,8,3022.78
71,30.0,2,2,7,2,4,9,1203.25
72,46.9,7,3,5,1,3,11,1379.22
433,405.7,5,3,1,1,3,1,4715.93
100,182.9,2,0,2,1,4,1,2085.31
336,412.1,3,0,7,2,4,6,4963.08
223,262.4,2,2,1,1,3,7,3580.38
399,324.5,6,3,1,1,1,4,4433.08
77,75.2,1,0,3,1,3,8,1289.85
454,421.8,6,1,7,1,1,4,5419.94
364,444.9,4,1,5,1,2,12,4598.87
252,354.5,1,1,2,2,2,3,3484.91
143,236.9,5,2,3,2,4,8,3100.06
489,456.1,6,1,7,1,2,7,5878.04
185,30.0,6,1,2,2,4,2,1225.28
270,166.3,4,3,5,1,4,8,2753.4
227,346.5,3,1,4,2,4,2,3904.12
153,144.9,2,0,6,1,0,7,2101.24
237,204.4,1,3,6,1,3,8,2814.38
118,253.0,3,1,6,1,1,1,2784.03
50,158.6,5,3,1,2,2,3,2346.71
180,201.7,1,3,4,2,2,4,3331.33
100,99.5,7,2,5,2,1,12,1811.24
236,246.8,5,0,3,1,4,3,3020.75
438,473.9,3,3,5,1,4,12,5393.37
123,255.0,7,2,5,1,2,7,3610.25
50,99.6,2,1,3,1,0,12,1695.11
99,169.8,7,3,1,1,0,10,2614.66
278,379.8,2,3,7,2,1,4,5240.0
173,111.1,3,3,6,2,4,7,2337.46
270,342.8,3,0,7,1,2,9,3909.35
63,62.4,7,2,3,1,0,1,1372.25
199,42.9,2,1,3,1,2,8,1129.06
234,105.0,7,0,3,2,4,6,1781.03
244,192.7,3,1,1,2,2,1,2518.36
298,355.2,2,0,2,2,2,11,3596.12
401,429.0,5,0,3,1,0,4,5182.27
260,292.9,5,2,7,1,4,11,3451.44
428,584.6,3,2,2,2,0,3,6247.77
288,219.2,1,1,4,1,4,7,3211.14
167,185.1,3,0,4,1,1,5,2764.55
153,194.3,4,3,3,1,0,11,2514.18
195,163.5,1,2,7,1,1,12,2483.28
318,340.0,1,2,1,2,0,10,3613.13
159,67.0,7,0,7,1,0,11,1340.2
461,579.7,1,0,6,2,0,10,5685.89
265,237.3,3,0,3,1,3,4,3088.91
438,600.2,6,0,6,1,4,12,5992.24
357,374.7,3,3,4,2,1,7,4966.52
200,292.0,4,1,7,2,3,5,3727.91
152,168.3,1,2,1,2,1,3,2187.11
384,401.8,6,3,1,2,2,9,4730.88
198,177.1,5,3,4,2,1,4,3190.56
161,189.3,6,1,7,2,4,8,2588.22
468,510.3,7,1,1,2,2,1,5591.72
267,232.1,3,1,6,2,2,8,2727.25
71,82.2,1,0,7,1,4,8,1204.67
272,249.3,3,3,4,1,3,7,3851.11
257,438.0,2,2,7,1,0,8,4670.99
438,451.7,4,1,6,1,0,12,4751.35
370,498.2,2,2,2,1,1,11,5314.05
136,142.3,7,2,6,2,0,6,2483.63
117,155.2,5,0,5,2,3,11,1913.35
321,248.5,2,2,1,1,2,12,3157.37
71,59.7,7,3,4,1,0,2,1525.52
193,227.7,6,2,5,2,2,5,3364.3
112,243.0,4,2,6,1,4,9,2897.34
59,94.5,2,0,6,2,4,7,1479.35
463,579.9,3,2,4,2,4,2,6089.97
90,154.9,5,3,3,1,4,6,2817.0
54,187.9,6,1,2,2,3,5,2697.03
469,484.9,2,2,1,1,4,9,5365.74
134,321.3,6,2,5,1,4,7,4279.65
417,403.0,2,0,7,2,3,2,4280.71
64,30.3,2,1,1,2,2,1,708.75
119,54.3,4,3,5,2,4,4,1723.06
99,282.2,2,3,5,2,2,2,3273.06
367,444.4,3,1,2,1,0,11,4534.33
329,325.6,3,1,2,2,0,4,4315.01
263,370.4,2,3,2,1,2,8,4300.61
158,226.1,6,0,5,1,0,2,2829.36
89,246.6,3,1,3,2,0,6,3046.88
306,217.7,5,0,6,1,1,12,2871.64
153,154.4,6,0,3,1,2,8,2166.84
315,302.6,5,2,1,1,2,4,4124.22
359,240.8,2,1,1,1,2,9,2998.53
432,526.2,6,3,3,2,2,7,6846.98
272,273.1,2,3,3,2,4,3,3485.52
52,123.8,2,3,6,2,1,12,1978.98
176,361.2,7,2,4,1,2,12,3943.63
434,429.3,3,2,2,2,3,7,5259.61
289,279.5,5,2,2,2,1,1,3440.31
328,356.3,1,3,4,1,0,5,4647.43
256,345.1,5,0,3,2,0,7,4065.1
123,103.3,7,2,5,1,1,12,1888.57
453,428.8,5,0,7,2,1,9,4473.87
397,491.0,5,1,3,2,0,3,5249.36
497,543.5,6,1,4,2,1,7,6683.34
434,310.9,3,2,6,1,3,3,3815.9
181,115.2,3,3,2,2,4,6,2406.28
164,289.1,1,0,4,2,2,7,3339.73
161,209.1,5,2,3,2,0,7,3192.86
463,429.6,6,0,5,2,3,6,5424.84
300,308.1,6,0,6,1,0,6,3965.78
254,274.9,6,1,1,1,0,10,3219.42
485,556.5,1,2,2,1,2,7,6605.92
321,245.9,5,0,1,1,2,1,2690.47
459,420.1,6,1,1,1,1,9,4728.77
493,532.1,2,3,1,1,4,8,5889.52
85,98.0,4,1,5,2,0,9,1496.45
212,272.0,7,3,7,1,0,9,3529.14
380,313.9,3,3,3,1,2,3,4052.22
415,460.0,6,1,7,2,2,12,5177.64
116,212.4,4,2,6,2,4,12,2695.22
193,247.1,5,2,6,1,0,2,2868.98
296,325.7,5,1,6,2,2,3,3599.18
409,422.3,5,1,2,1,0,3,4506.16
100,61.6,6,1,4,1,0,12,1445.27
320,335.0,7,0,4,1,2,12,3609.26
183,291.2,3,0,5,2,3,4,3552.4
147,158.7,7,1,6,1,0,8,2103.45
281,238.7,5,3,1,2,4,3,3202.84
236,221.5,5,0,5,2,2,1,2674.5
336,370.1,3,0,6,1,2,3,3780.08
192,185.9,3,1,1,2,4,1,2526.53
420,474.0,5,2,3,1,1,11,5136.19
85,141.6,3,0,7,2,1,10,2098.61
437,519.2,3,0,1,1,3,3,5080.25
63,182.6,6,0,2,2,0,7,2598.11
381,470.7,3,1,6,1,4,3,5155.98
205,159.6,5,0,2,1,4,7,2338.86
222,178.8,1,3,5,2,4,11,2616.76
58,72.7,1,3,7,2,2,11,1481.15
365,353.4,6,1,4,1,3,10,3925.85
124,64.3,1,0,4,1,4,3,1128.13
346,335.1,6,0,4,1,0,3,3670.35
376,362.8,7,1,3,2,1,2,3951.75
430,403.0,4,1,3,2,2,2,4756.58
368,365.9,7,2,4,1,3,8,4274.79
185,287.5,3,1,7,2,3,8,3301.3
382,415.9,7,1,7,1,4,11,4581.01
421,614.0,2,1,7,2,2,2,6179.18
192,223.9,3,2,1,1,0,4,3098.48
105,104.7,3,2,3,1,0,9,1679.15
450,470.3,6,0,6,2,4,9,5046.62
116,154.0,1,1,4,1,2,6,2347.85
317,367.5,6,2,3,1,3,2,4244.9
156,321.4,1,2,3,1,2,6,4113.46
106,66.8,3,2,1,2,4,3,1456.01
399,479.1,5,2,3,2,1,7,6025.8
114,148.5,2,2,3,1,0,11,1995.89
351,261.0,4,1,3,2,3,3,3360.96
361,434.9,7,2,4,2,2,2,4929.5
77,185.7,6,1,2,1,4,9,2283.45
127,87.0,1,1,2,2,0,1,1378.23
407,426.4,5,0,7,1,1,12,4514.56
278,177.2,5,1,3,1,4,10,2467.5
104,35.9,1,0,2,2,4,5,1012.19
496,589.4,5,0,5,1,0,5,6744.35
169,156.4,4,1,4,1,4,5,2566.45
51,30.0,5,2,5,1,0,5,1343.9
465,501.1,3,3,2,1,0,11,5700.77
57,40.4,2,0,6,2,4,10,879.5
299,286.0,6,3,2,2,0,3,3724.32
496,567.8,6,1,6,2,1,3,5759.68
310,248.7,2,2,3,2,0,7,3694.57
313,269.6,2,2,3,1,2,8,3117.73
224,254.8,5,3,3,1,0,9,3124.92
107,194.9,6,0,3,1,1,4,2609.24
307,413.7,2,3,5,2,1,6,5288.45
453,426.4,2,0,4,1,3,2,4408.45
90,175.6,6,3,1,2,2,6,2827.23
446,411.1,5,2,4,1,0,9,4753.86
236,383.8,7,1,2,2,2,4,4662.44
291,231.6,6,1,1,2,2,4,3362.56
124,237.0,7,0,6,1,1,6,3025.23
329,303.0,2,3,3,1,2,11,3824.16
132,292.9,2,2,5,1,1,8,3380.15
172,233.4,2,3,2,1,1,12,2712.98
374,322.9,1,2,3,2,3,1,3965.82
72,55.4,6,3,3,2,1,11,1440.74
251,325.7,5,3,1,1,1,1,3873.15
317,410.7,1,1,7,2,0,4,4899.05
109,124.0,2,2,3,2,3,6,2249.1
182,205.1,2,1,5,2,3,3,2865.6
204,277.1,3,3,4,2,3,12,3481.15
348,377.2,4,2,4,1,0,11,4190.67
489,418.5,3,1,5,1,2,7,5307.14
426,389.1,7,2,4,2,1,6,5084.68
135,171.5,2,1,1,1,3,10,2295.83
58,163.1,4,2,5,2,1,9,2257.43
73,206.1,4,1,1,2,2,6,2644.22
318,392.6,3,1,4,2,2,10,4129.69
120,160.1,6,3,3,1,3,3,2422.74
154,226.4,7,0,4,1,3,4,3131.07
431,404.3,1,3,1,2,4,1,4566.57
443,452.3,4,0,5,2,2,2,4924.85
427,389.3,1,0,3,1,4,3,4130.75
164,96.6,4,0,1,2,4,8,1404.19
328,371.3,5,0,1,2,2,11,3898.53
324,357.0,3,0,4,2,3,8,4054.91
133,201.1,3,3,5,2,4,6,3042.96
299,357.2,3,3,4,2,4,4,4805.5
286,323.0,3,2,6,2,1,2,3908.99
228,287.0,3,0,6,2,3,8,3211.67
388,405.0,3,3,7,1,2,2,4622.75
354,402.9,5,2,7,2,0,10,4694.37
289,258.2,1,2,7,1,1,5,3786.29
376,421.9,1,3,6,2,4,5,5626.02
393,459.8,4,1,4,1,4,1,4835.38
305,278.1,5,1,4,1,3,3,3265.61
170,193.6,2,3,5,1,4,1,2737.91
391,367.3,2,2,2,1,2,9,4015.02
372,355.1,5,2,5,2,3,6,5026.81
492,433.3,3,2,5,2,0,10,5117.12
117,225.6,6,3,4,2,1,7,3396.79
238,332.6,2,1,6,2,0,12,3675.64
465,522.6,1,0,5,2,4,10,5497.78
281,439.1,4,1,7,2,3,2,4911.11
474,480.8,3,2,7,1,4,2,5524.81
55,287.2,6,3,6,2,2,11,3248.97
65,69.1,4,1,3,1,2,4,1411.59
408,445.9,3,2,2,2,3,10,4984.76
211,203.2,2,3,3,2,2,8,2750.77
284,330.1,2,3,5,2,1,9,4164.25
242,320.5,6,3,7,2,1,4,4739.68
233,245.0,2,3,7,1,2,4,3576.12
472,616.4,4,2,5,2,0,7,7358.49
92,128.7,6,1,5,2,0,1,1781.13
397,435.9,7,1,7,1,0,4,5457.55
450,406.4,2,2,5,1,0,7,5231.02
345,394.3,1,0,1,2,0,3,4141.73
227,237.6,6,2,4,2,0,4,3401.88
122,99.4,5,2,3,2,0,12,1437.66
357,322.6,3,2,5,2,4,4,4310.97
260,467.0,5,1,5,1,0,11,4653.2
117,118.6,2,2,3,1,2,12,1739.88
211,129.0,5,0,3,2,0,9,1843.55
482,453.1,6,2,1,1,4,2,4976.45
169,185.4,3,3,3,1,1,3,2430.67
130,188.3,4,3,6,1,3,12,2547.25
356,414.8,3,3,5,1,3,1,4613.97
139,206.4,1,1,7,2,3,7,2834.88
463,437.9,1,0,7,1,3,8,4553.38
436,479.8,7,2,6,1,2,11,5416.5
492,450.7,4,0,2,1,3,11,4646.2
460,436.6,2,1,3,1,4,4,5401.56
159,114.8,1,2,1,2,1,7,2015.91
145,81.8,3,2,1,2,4,8,1723.93
204,298.5,7,2,2,1,4,12,3525.94
261,329.2,3,3,2,1,3,7,4595.75
445,533.4,7,0,1,2,4,2,5371.32
380,402.8,4,3,6,2,0,12,4702.64
339,413.4,6,2,4,2,2,7,5292.75
445,341.7,6,1,5,2,3,3,3947.89
340,420.4,1,1,5,2,4,3,4499.31
220,252.4,1,2,7,1,0,3,3246.62
235,298.9,7,2,2,1,4,9,3482.61
282,328.6,7,1,3,1,0,12,3672.64
89,39.9,1,0,3,1,1,6,782.12
383,298.1,5,0,4,2,3,2,3308.22
343,313.2,7,1,4,2,1,11,3618.01
379,438.5,7,1,6,2,4,8,4813.86
290,358.3,3,2,4,2,4,7,4681.41
402,326.2,6,3,2,1,0,1,4025.48
477,428.3,5,0,4,1,1,12,4384.85
306,275.4,7,1,7,2,0,1,3310.15
249,244.0,2,0,5,1,3,8,2833.72
97,30.0,5,3,5,2,4,8,1231.41
400,320.5,1,2,2,2,3,7,4369.64
456,418.5,3,0,1,1,0,7,5053.36
364,390.0,1,1,2,2,0,5,4701.75
439,376.4,4,2,1,2,0,7,5041.11
437,448.9,6,3,4,1,2,5,5758.74
409,503.1,5,2,7,1,3,6,6403.1
276,204.9,3,1,4,1,0,9,2625.07
94,99.5,3,2,5,1,4,9,1732.78
51,142.7,3,2,6,1,1,2,2124.59
141,131.7,6,2,6,2,2,12,2105.79
243,222.8,2,0,5,1,3,2,2518.77
384,485.4,1,2,6,1,2,4,6107.27
255,253.6,4,0,2,1,2,5,3494.07
60,157.3,6,3,3,1,1,4,2550.26
144,194.0,4,3,3,1,2,5,3045.15
490,486.0,2,2,6,1,1,4,6227.54
494,547.6,1,2,3,2,1,6,6650.21
219,261.4,7,0,7,2,3,10,3151.89
412,503.5,6,3,2,1,4,10,5683.44
373,354.6,2,1,2,2,4,5,4518.09
469,491.9,1,1,6,2,1,4,6040.95
449,464.7,1,2,6,2,1,9,5101.55
332,401.3,3,3,5,2,0,1,4452.96
227,175.2,6,1,3,1,1,6,2592.19
331,422.2,2,2,1,2,2,3,4501.85
193,245.6,6,2,3,2,1,8,3190.3
206,133.8,1,1,4,1,3,1,2033.85
323,427.6,6,2,3,2,0,10,4798.73
307,483.4,2,3,7,1,2,4,6076.71
311,401.1,7,1,7,1,1,7,5104.31
223,342.9,4,3,6,1,2,7,4656.64
234,260.0,2,3,1,1,0,6,3720.41
54,30.0,2,3,1,2,2,6,1404.61
320,210.9,6,2,4,2,3,4,3278.57
309,346.9,3,3,5,2,4,10,4102.19
470,448.6,3,2,5,1,1,7,5609.51
276,232.0,6,3,3,1,2,3,3312.29
260,275.6,4,2,1,2,3,4,4063.62
80,143.1,5,3,3,1,2,6,2258.61
138,56.3,4,3,6,2,2,11,1801.09
202,190.6,1,3,7,2,1,12,2723.55
219,344.7,1,2,7,1,4,5,4567.73
213,157.7,1,2,5,2,3,5,2732.21
227,307.9,5,3,1,2,4,2,3941.89
396,382.1,4,1,7,1,3,7,4972.66
108,166.2,6,0,2,2,1,3,1866.87
199,295.8,7,3,2,2,1,10,3634.79
123,194.9,2,2,7,1,0,7,2908.93
188,271.6,7,1,4,1,3,3,3151.14
358,297.4,7,2,2,2,3,11,3826.11
71,169.0,5,0,4,2,1,10,2005.76
202,162.3,4,1,1,1,0,4,2370.4
60,98.2,2,1,3,1,4,2,1348.66
479,517.1,2,1,7,2,1,4,6240.99
377,431.0,1,3,3,1,2,5,5552.9
159,202.6,5,2,7,1,0,5,2820.44
139,99.9,4,0,4,1,0,10,1347.64
94,30.0,2,1,5,1,4,12,751.2
262,343.1,1,0,5,1,3,9,3502.48
389,422.0,1,3,4,1,0,11,4870.95
312,412.5,5,1,1,1,0,2,4189.21
446,462.9,5,1,7,1,2,2,5116.1
204,125.6,5,1,4,2,3,11,2335.89
175,262.6,1,0,5,1,2,8,2968.98
265,259.1,1,3,4,2,4,3,3375.43
140,183.9,1,2,5,1,3,10,2508.32
489,463.7,6,1,3,1,3,3,4908.6
133,268.1,6,1,6,2,1,10,2907.22
265,223.6,3,2,2,2,3,11,2934.3
284,280.4,1,0,5,1,4,6,3620.79
75,102.5,3,3,5,2,0,8,1972.0
260,203.5,6,2,4,1,3,9,2751.84
254,297.1,2,0,1,1,4,11,3196.53
166,298.8,6,2,3,1,2,8,3474.73
107,92.7,4,3,1,2,3,4,2074.1
70,117.7,1,0,4,2,1,3,1483.11
53,30.0,7,2,5,2,0,5,1253.98
266,283.3,4,2,4,1,4,1,3482.62
90,88.1,5,3,6,1,1,9,1801.72
481,443.7,1,2,3,2,3,5,5650.72
160,255.7,3,2,3,2,1,9,3126.65
343,340.2,5,3,4,2,1,1,4287.28
353,360.6,5,3,2,2,3,4,5083.01
272,265.6,1,1,6,1,1,5,3408.04
447,332.8,5,2,6,2,4,2,4184.51
99,39.8,7,0,3,2,0,10,895.47
155,242.3,6,3,6,2,0,8,3184.25
163,35.3,2,3,1,1,0,11,1156.18
110,76.4,7,1,2,2,1,10,1614.39
182,174.0,5,2,2,2,0,1,2514.36
